artist_name,track_name,release_date,genre,lyrics,topic,age
ricky nelson,true love,1957,pop,true true true true guardian high forever true guardian high forever true forever true,romantic,9
johnny mathis,by myself,1957,pop,learn taste bitter go past forget light things look dirty funny come pass good slip away remember good shame shouldn couldn step open shame shame shame lose better leave second step forget tell situate like fool remember good shame shouldn couldn step open shame shame shame shame shouldn couldn step open shame shame shame think trouble think wind blow floor tell funny certain light look life remember stand,world/life,9
johnny mathis,warm,1957,pop,warm lips lips warm finger tip give hand warm close hold tenderly felt burn life walk cold till warm arm have hold know warm warm close hold tenderly felt burn life walk cold till warm arm have hold know warm,romantic,9
lata mangeshkar,panchhi banoon udti phiroon,1957,pop,know fall long hopin work best morning wake go goodbye wonderin go wrong cry bring gettin tire rain time bring bring days aonce special girl cloud disappear take grant come tear come tear bring gettin tire rain time bring bring days bring gettin tire rain time bring bring days bring bring bring gettin tire rain time bring bring days,music,9
billy vaughn,miss you,1957,pop,break heart hard cause wooden heart goodbye know maybe cause wooden heart string start treat nice treat good treat like cause wooden heart muss denn muss denn stadtele hinaus stadtele hinaus mein schat bleibst hier string start wirklich sollst wirklich sollst cause wooden heart,sadness,9
eddie cochran,one kiss,1957,pop,kiss kiss want want kiss lips want eleventhirty light kiss dear kiss kiss want hold closer door time leave kiss kiss want come little kiss,romantic,9
johnny mathis,i'm glad there is you,1957,pop,fall burst bubble trouble fall fall kiss germs catch pneumonia phone fall yeah fall tell cause chain chain bind remind fall tear ocean devotion fall fall tell cause chain chain bind remind kiss lie pain sorrow tomorrow fall fall fall fall,sadness,9
johnny mathis,baby baby baby,1957,pop,scratch surface time underneath know come world disappear come lose kiss deep deep deep tear apart deep deep deep deep inside heart life place want stay stop hold stop deep deep deep tear apart deep deep deep deep inside heart come world disappear come lose kiss deep deep deep tear apart oohooh deep deep deep deep inside heart baby baby baby deep deep deep tear apart oohoohoohooh deep deep deep deep inside heart,sadness,9
eddie cochran,undying love,1957,pop,world eternity undying long star shine till time undying leave grieve deceive understand commend demand world eternity undying,world/life,9
ricky nelson,your true love,1957,pop,true true true baby true true true baby world round baby mean baby give true true true baby true true true baby little young need somethin hold give love forget true true true baby yeah true baby,romantic,9
harry belafonte,cu cu ru cu cu paloma,1957,pop,softly night wind sing tell bring breath send end heart try cry lonely little wing lead home safely cucurrucucu cucurrucucu llores piedras jamas saber amores good tomorrow fill sorrow like today need hold enfold stay little remind lonely little wing lead home safely cucurrucucu cucurrucucu llores piedras jamas saber amores cucurrucucu cucurrucucu cucurrucucu llores,sadness,9
harry belafonte,cordelia brown,1957,pop,look good things smile people believe ways raise question answer dream capture foolish night perfection forever help feel someday lalala lalala lalala lalala happen cancel feel look need worry consequences giggle instead sigh yeah yeah lalala lalala lalala lalala write zoloth passarelli,world/life,9
andy williams,dear heart,1957,pop,dear heart wish warm night dear heart like year sight single room table lonesome right soon kiss hello door dear heart want know leave arm single room table lonesome right soon kiss hello door dear heart want know leave arm,romantic,9
eddie cochran,completely sweet,1957,pop,completely sweet baby completely sweet mean maybe completely sweet baby completely sweet mean maybe completely sweet ajust like ahoney be bring ajust like be bring sugar kiss chin completely sweet baby completely sweet mean maybe completely sweet baby completely sweet mean maybe completely sweet sugar coffee sugar sugar coffee mmmm sugar taste better sugar knee completely sweet baby completely sweet mean maybe completely sweet baby completely sweet mean maybe completely sweet completely sweet,romantic,9
eddie cochran,sittin' in the balcony,1957,pop,asittin balcony watchin movie maybe symphony wouldn know care symphonies cymbals timpanis asittin balcony hold hand kiss feature asittin balcony holdin hand balcony asittin balcony stop lovin watch bug place asittin balcony asmoochin balcony asittin balcony ahuggin akissin baby,romantic,9
andy williams,a time for us,1957,pop,time chain tear courage bear free time dream long deny flourish unveil hide time life worthwhile tear thorns endure pass surely time world world shin tear thorns endure pass surely time world world shin world shin,world/life,9
the chordettes,soft sands,1957,pop,go shore walk song sweet anymore soft soft sand soft sand warm summer dare climb darling place share embrace time stand soft soft sand heart dream storybook end heart learn pretend return time tell goodbye come spot cause remember hand soft soft sand say care,romantic,9
andy williams,(where do i begin) love story,1957,pop,begin tell story great sweet story older simple truth bring start hello give mean world time come life live fine fill heart fill heart special things angels songs wild imagine fill soul lonely lonely reach handit long measure hours answer know need till star burn away long measure hours answer know need till star burn away,world/life,9
andy williams,canadian sunset,1957,pop,lonely come like hill cold cold wind warm warm lips trail kiss fill thrill weekend change scene bargain discover eye couldn ignore come fast fast fast beat heart know,romantic,9
jimmie rodgers,kisses sweeter than wine,1957,pop,young kiss thinkin miss girl kiss lordy kiss kiss sweeter wine kiss sweeter wine sweeter wine ask sweet wife tell rest life beg plead like natural whoop lordy give hand kiss sweeter wine kiss sweeter wine sweeter wine work hard wife workin handinhand good life corn field wheat whoop lord father twin kiss sweeter wine kiss sweeter wine sweeter wine children number sweetheart knockin door marry wouldn hesitate whoop lord grandfather kiss sweeter wine kiss sweeter wine sweeter wine ready thinkin happen long time kid trouble pain whoop lordy kiss sweeter wine kiss sweeter wine,romantic,9
the chordettes,eddie my love,1957,pop,want know long write line tell long leave september return long sleep go sink fast long leave september return long sleep go sink fast long long,night/time,9
the chordettes,come home to my arms,1957,pop,sweetheart soldier handsome suddenly send away patiently wait leave write say darling tell come station jump train march double lover roses entwine arm arm arm surrender soldier soldier parade order order obey duty order hurry home come station jump train march double lover roses entwine arm arm arm surrender girl love soldier cause away soldier duty answer call loudest come station jump train march double lover roses entwine arm arm arm surrender,romantic,9
the chordettes,love never changes,1957,pop,change time march change lifetime come deep heart stay fill devotion life complete fill emotion sweet life song dream come true feel dear real dear change life song dream come true feel dear real dear change change,world/life,9
mohammed rafi,tumsa nahin dekha,1957,pop,rain window tear eye leave pride want leavin baby blue honky tonk light play saddest songs dark shadow fall like break dream lose lonely ones heartbreak hotel know hang blue think lonely sure worry baby need hide heartache blue honky tonk light play saddest songs dark shadow fall like break dream lose lonely ones heartbreak hotel know hang blue hearts forsake untrue hurt baby know pack suitcase trouble blue honky tonk light play saddest songs dark shadow fall like break dream lose lonely ones heartbreak hotel know hang blue hang blue,sadness,9
lavern baker,i can't love you enough,1957,pop,hold suit squeeze tease siree pray heart heart forever know half kiss thrill suit dance romance entrance siree tell spell hear pleas heart heart hold suit squeeze tease siree pray heart heart,sadness,9
ghantasala,choopula kalasina subhavela,1957,pop,little rush babe feel dizzy derail mind little hush babe vein busy heart atrophy distract sedate add shadow wall cave nurse poison sting teeth lungs line scum death gun deaf numb free young feel right babe catch little word mean outside life babe scratch slave semblance touch lord quit sedate nurse poison sting teeth lungs line scum death gun deaf numb free young feel darlin stand watch come save darlin join suppose drag away distract sedate add shadow wall cave nurse poison sting teeth lungs line scum death gun deaf numb free young feel sedate nurse poison sting teeth lungs line scum death gun deaf numb free young feel,violence,9
eddie cochran,i'm alone because i love you,1957,pop,heart true sorry yesterday kiss bring pain yesterday turn rain heart,sadness,9
johnny mathis,i've grown accustomed to her face,1957,pop,grow accustom face make begin grow accustom tune whistle night noon smile frown down second nature like breathe breathe serenely independent content surely grow accustom look accustom voice accustom face grow accustom face make begin get hear good morning joy woes highs low second nature like breathe breathe grateful woman easy forget like habit break grow accustom accustom face,violence,9
andy williams,speak softly love,1957,pop,speak softly hold warm heart feel word tender tremble moments start world share know winecolored days warm deep nights speak softly hear vow live life becauause come world softly winecolored days warm deep nights speak softly hear vow live life becauause come world softly,world/life,9
the chordettes,teen age goodnight,1957,pop,goodnight goodnight goodnight goodnight school dance dim light hold close moment whisper teenage goodnight darling dearest right kiss prove dream goodnight goodnight hold close moment whisper teenage goodnight darling dearest right kiss prove dream wonderful teenage goodnight goodnight goodnight,romantic,9
harry belafonte,love love alone,1957,pop,cause leave throne cause leave throne december hear talk give throne york cause leave throne great cause abdicate cause leave throne say sorry grieve help leave cause leave throne power buy leave yacht boat cause leave throne flute play halove cause money store leave lady baltimore cause leave throne donut know simpson bone cause leave throne cause leave throne december windsor go kick cause leave throne cause leave throne cause leave throne lova cause leave throne cause leave throne cause leave throne sound double kiss cause leave throne sound double kiss cause leave throne lova,sadness,9
the keynotes,now i know,1957,pop,motion ought get heartache situation bring need help sure push push shove time fall lie know game play clearly eye heart walk high time move apart push push shove push push push shove push talk mistake deep hard need follow want face emotion emotion go push push shove push push shove,sadness,9
the keynotes,tell me you love me,1957,pop,haha fuck liar matter belong right play role matter belong like peas pod pause cause stop foreal talk shit tell feel drill baby spill feel table tryna build prolly fuck pill wouldn mind little headache runnin round wouldn mind little night joke prolly high tell sound right time hammer time yeah workin overtime fuckin like kill need alibi benjis like spend cause fuck chocolates fuck watch fuck gimmicks deposit money talk change topic change pocket leave insane asylum leave million problems thats million problems need million reason breathe million reason leave fuck doubt fuck down stick hold hold matter belong right play role matter prolly bali prolly pass poly shit real wasn real wouldn bother come straight dollar shit leave crib party crib thats shawty imma pick fuck party fetti like carti stick small show garden premonition premonition future motherfuck inhibitions bring inhibitions future front girl right girl yeah miss beat miss note money keynote funny get bag funny bitch background funny funny want funny tryna save want matter belong right play role matter matter,obscene,9
lavern baker,still,1957,pop,place darling miss magic touch need share embrace darling grieve come darling leave heart ache break place darling,romantic,9
the keynotes,i don't know,1957,pop,capital fiction total apocalypticon fashion arise mist pandemic sweat collective press magnetic tragic agriculture collude pool fade plasma station soul arrive plaque justly world fragment entirety press cloth baptisms stain collateral agnation streets bare footprints exist nonexistence heavy streetlight move adoration onethousand actually remember warm embrace populace evolve shift stimuli present tense forthcoming past breath keynote understand connection hallow existence void furthest vacuum imagination fathom sweat walk road damnation breeze future starlight graze mindset mind aloft cloud stain floorboards press cultural stagnation accomplish life vilify character time faction world cross glow watt light bulb refuse associate blue tint oneself feel real pride help feel like future decline pass stun cross lips conceal lose vast field apathy disguise risk lose know want care learn word sense slightest support need wish worse pity revolt learn waste precious emotion square meals truth secretly sicken society indulge witness beautiful destruction make fear deep masochist plead worst direct vicinity explore reactions populace longer stand premise live world reject statements cornholed imagination dreary depress spectrum effect like smog power plant glass pane spectacle defy expectations fact write good whiskey shout self understand breakthrough ramble fuck room sweat,world/life,9
pradeep kumar,suno sunaoon tumhen ek kahani,1957,pop,time fight flip coin right gamble right arbitrarily resolve fight style gamble head tail lose head tail lose news play card deal play load dice roulette wheel pick race like see like slot machine match match money money know odds flip baby flip coin go change gamble game dealer load dice stack deck odds want flip right know head tail lose head tail lose news head tail lose head tail lose news,obscene,9
norrie paramor,i'll see you in my dreams,1957,pop,purple dusk twilight time steal meadows heart high little star climb remind apart wander away leave song stardust yesterday music years go wonder spend lonely nights dream song haunt reverie kiss inspiration long consolation stardust song garden wall star bright arm nightingale tell fairytale paradise roses grow dream vain heart remain stardust memory refrain,sadness,9
les paul,i surrender dear,1957,pop,play game stay away cost surrender dear proud pose cause deep heart surrender dear little mean things game lend spice woo care blame star appear shadow fall hear poor heart life surrender dear life surrender dear,sadness,9
esquivel!,titulos principio,1957,pop,circle tonight hump moon tonight gonna wear dancin shoe tonight gonna time tonight tonight tonight tonight girl lightning underneath skirt boys touch morning gonna hurt wonder tonight tonight tonight tonight gonna catch cloud tonight cloud gonna catch cloud tonight cloud tonight hold baby tonight sing dance baby sing hold tonight baby sing tonight tell lie work right gonna wear dancin shoe tonight probably fool tonight tonight tonight tonight tonight right right tonight,night/time,9
the platters,in the middle of nowhere,1957,pop,leave cry middle deny lose road keep turn keep burn yearn heaven know leave hop middle gropin heart stone leave unturned return middle heaven know leave hop middle gropin heart stone leave unturned return middle heaven know heaven know heaven know heaven know,sadness,9
the platters,you are too beautiful,1957,pop,beautiful dear true fool beauty fool feel bind beautiful fool eye stand share care compare kiss theirs hand faithful sense duty beautiful fool beauty beautiful fool beauty,sadness,9
lavern baker,that's all i need,1957,pop,baby lock miss girl song girl dike like like boys pull hair good hard share marry thirteen years acapulco gold bong reload white shark white widow white rhino hook ponics know skunk herer super silver haze smoke regularly fuckin days mangolia edno bubble blueberry name mind time look dead green eye mesmerize fluffy paradise vaporize flight breezy comin easy make right stuff optimos cereal laugh like comical abominable like snowman humungous blow fuck real dope nigga tell shit favorite rappers game hella scary mayne want bake beat tough naked mind time homies play game bong interest blindfold guess strand hydro cess orange crush maybe black widow blowin endo galendo smoke push sticky purple kush speak burn bush barren ebola endosia grow ranch roza bionic chronic hydroponic weed bitch vomit true leave bong steam cleaner need make life complete know love make mind time brain thang,obscene,9
ghantasala,aagaya veedhiyil,1958,pop,white collar devil slave know fight young young white collar devil fight young young shoot callers high global elite globalist fight bind defeat power crazy fool white house home beast white collar devil sit high place try infiltrate race race run try place blind compete illuminati game civilian slave young till grave need need fear fear white collar devil slave know fight young young white collar devil fight young young wicked try police earth try away plant fear mind herd mass smaller come live dread call live dead write word read fight come drop head lucifer flee beat shall lucifer flee valley wicked good shall prevail white collar devil slave know fight young young white collar devil fight young young,violence,9
the platters,don't blame me,1958,pop,blame fall spell help blame things conceal thrill feel blame help doggoned moon make need like blame kiss sweet kiss blame charm melt arm blame,sadness,9
perry como,between the devil and the deep blue sea,1958,pop,want hate lose devil deep blue forgive cause forget devil deep blue ought cross list come knockin door fate heart twist runnin hate guess devil deep blue instrumental bridge devil deep blue instrumental bridge devil deep blue ought cross list come knockin door fate heart twist runnin hate guess devil deep blue devil deep blue deep blue revue rhythmmania,violence,9
perry como,in the garden,1958,pop,come garden roses voice hear fall disclose walk talk tell share tarry know speak sound voice sweet bird hush sing give heart ring walk talk tell share tarry know share tarry know,music,9
perry como,he's got the whole world in his hands,1958,pop,world hand wide world hand world hand world hand little tiny baby hand little tiny baby hand little tiny baby hand world hand brother hand sister hand brother hand world hand everybody hand everybody hand everybody hand world hand world hand world hand world hand world hand,romantic,9
perry como,birth of the blues,1958,pop,people long searchin diff rent tune croon rhythm start swayin know blue begin hear breeze tree singin weird melodies start blue jail come wail downhearted frail play blue whippoorwill take note whippoorwill whippoorwill whippoorwill push horn till wear blue note whippoorwill whippoorwill whippoorwill nurse rehearse give news southland give birth blue shout wonderful news breeze tree wail jail buzz cousin nightin southland hello hello give birth blue music,music,9
johnny mathis,where can i go?,1958,pop,simply touch sacred divine hold kiss strong turn strongest tide sigh wild inside want darling want darling tooo,romantic,9
??,????,1958,pop,remember remember thumb yeah baby time come baby free girl baby free girl remember boss remember touch butt remember count bless yeah mouth shut yeah right sugar dazzle dazzle moon victim longer slave longer crawl longer suffer longer stall live reason go walk table longer,world/life,9
??,?????,1958,pop,right outside lazy summer home time soul critic right outside lazy gate winter summer home wonder nutthatch winter wing mile long carry away eye world heart beach homeland thoughts discover song morning bring heart season even songs come redeemer slowly fade away follow wagon load seed silent burst bloom decay night come quiet close heel eye world heart beach homeland thoughts discover song morning bring heart season even songs live particular visit country live home ride horse walk songs hear songs eye world heart beach homeland thoughts discover song morning bring heart season even songs,music,9
frankie laine,mona lisa,1958,pop,name like lady mystic smile cause lonely blame strangeness smile smile tempt lover hide break heart dream bring doorstep warm real cold lonely lovely work smile tempt lover hide break heart dream bring doorstep warm real cold lonely lovely work,sadness,9
a m rajah,inbamae pongumae,1958,pop,stand doubt know true tear understand state feel bless hold hand room heart unlock door open world away home life think eye search arm kiss wait lose word heart close beauty live know walk lonely watch lovers come fate find salvation soul,sadness,9
t m soundararajan,enna vendum,1958,pop,girl friend swag sauce drip swagu girl friends swag sauce drip swagu young ready tell girls slow away tell tomorrow tonight speakers knock morning light cause like party cause like party cause like party touch drive crazy explain feel radio night belong hold close care care talk tomorrow cause tonight night ohohohoh music knock morning light cause like party scene degrees worry fuck niggas worry homeboy name butter homeboy nigga name cheese fuck baby milk till drip knees spit shit reallo brain brillo kiddo look make feel think hero food court eat gyros yesterday single morning pray grandmom forget mean study beat talk girl fuck pshh cause remember nute fell black like have cousin blue like rent cream like love yeah away tell tomorrow cause tonight night ohohohoh music knock morning light cause like party cause like party cause like party girl friend swag sauce drip swagu girl friends swag sauce drip swagu,obscene,9
maria koterbska,cowboy jackie,1958,pop,feel night slip away toss turn like ship lose look eye youve hurt hold close like time cause thats theres reason cause need leave swear sorrow pain need sleep forever swear need world cold dont know youre reach theres hold time rush look eye hold close theres reason cause need leave swear sorrow pain need sleep forever swear lonely need need long long need crawl change need theres reason cause need,sadness,9
ricky nelson,unchained melody,1958,pop,darling hungred touch long lonely time time go slowly time need need speed darling hungred touch long lonely time time go slowly time need need speed,night/time,9
frankie laine,rose rose i love you,1958,pop,ache heart future stand jetty steamer move away malaya stay eastern crowd dozens go rickshaw street cabaret hear life shall remember oriental music arm perfume flower tresses lotusscented breeze sway palm almond eye fragrant slender neath tropical sky cross seas home distant shore life shall remember oriental music arm perfume flower tresses lotusscented breeze sway palm leave ship kiss farewell nothin east east worlds apart leave leave heart ache heart future stand jetty steamer move away malaya stay stay,sadness,9
bobby darin,talk to me something,1958,pop,talk understand talk understand talk sweetly long year completely talk hold hand talk whisper talk whisper talk hold hand talk word long hear,romantic,9
ricky nelson,there goes my baby,1958,pop,go baby goin ride yeah go baby goin ride know lonesome talkin telephone awww talkin telephone lonely cause home time wastin talkin bout yeah fight dirty awww fight dirty talkin woman like talkin hollow yeah go baby goin ride awww go baby goin ride yeah know lonesome cause time wastin talkin bout go baby goin ride awww go baby goin ride yeah know lonesome cause yeah know lonesome,obscene,9
the everly brothers,oh so many years,1958,pop,years love know know keep lock inside heart smile tear darling love years night lonely room dear pray things turn right appear brush away tear darling love years pretend life dear time heart long near darling love years maybe fate lead path meet free anew sweet kiss dear lips banish fear darling love years,romantic,9
johnny mathis,when i am with you,1958,pop,dream dream come true sigh meet sweet occasion angels won? persuasion wish instrumental interlude pick wish,romantic,9
ricky nelson,i'll walk alone,1958,pop,walk tell truth lonely mind lonely heart tell lonely walk tell dream gather dream talk night hold tight near night prayer hear matter close eye walk send kiss guide walk walk near night prayer hear matter close eye walk send kiss guide walk walk,sadness,9
ricky nelson,down the line,1958,pop,lovin baby style gonna real darn drive cool wild wanna line yeah wanna love truly fine yeah wanna line wanna truly fine cool wrong cool twice go gonna roll roll line wanna right right time yeah gonna line wanna truly fine cool wrong cool twice go gonna roll roll line wanna right right time yeah gonna gonna cool wrong cool twice go gonna roll roll line yeah wanna right right time wanna line wanna truly fine cool wrong cool twice go gonna roll roll line wanna right right time yeah wanna right right time,night/time,9
billy vaughn,yours,1958,pop,waltz tempo hold arm dear dream cradle kiss tenderly choir angels sing instrumental break heart heart forever lips entwine heaven write music,romantic,9
jerry vale,all dressed up with a broken heart,1958,pop,dress break heart pretend arm bring charm game teardrops start realize true dress break heart teardrops start realize true dress break heart,sadness,9
buddy holly,changing all those changes,1958,pop,reconsider things say change change leave sweetheart change change leave change think untrue abut go wrong anothing change change leave stop think leave care know wrong reconsider things say change change leave,world/life,9
johnny mathis,no love (but your love),1958,pop,world desire shape destiny slave arm arm banish fear charm charm thousand years thrill heart know heart know,romantic,9
bobby darin,pretty betty,1958,pop,pretty ready pretty ready pretty ready pretty ready pretty ready yeah ready steady know girl name name pretty ready pretty ready yeah ready steady cute sweet pretty beat pretty ready pretty ready yeah ready steady explain feel inside want pretty pretty ready pretty ready yeah ready steady explain feel inside want pretty pretty ready pretty ready yeah ready steady ready steady steady,night/time,9
buddy holly,wellall right,1958,pop,right foolish right people know dream wish wish night light right right live right right lifetime right right go steady right people foolish kid ready come right right live right right lifetime right right right live right right lifetime right,night/time,9
johnny mathis,wonderful wonderful,1958,pop,walk hand hand breathe cool salty turn kiss eye heart feel thrill compare lips cling wonderful wonderful wonderful stand gaze earth turn melt arm darling moment share wonderful wonderful wonderful world wondrous things true wouldn mean quiet even lose world feel glow arm open aware treasure hold wonderful wonderful wonderful wonderful wonderful wonderful,romantic,9
buddy holly,i'm gonna love you too,1958,pop,go miss go kiss go go care tell go hold go go fellow take overlook go best hook say go happen someday go things go go go tell sweet things go heart sing go hear bell ring go go,feelings,9
johnny mathis,sleigh ride,1958,pop,hear sleigh bell jingle come lovely weather sleigh ride outside snow fall friends call youhoo come lovely weather sleigh ride giddyup giddyup giddyup look rid wonderland snow giddyup giddyup giddyup grand hold hand glide song wintery fairy land cheek nice comfy cozy snuggle close like bird feather road sing come lovely weather sleigh ride birthday party home farmer perfect end perfect sing songs sing single stop fireplace watch chestnuts feel world pass coffee pumpkin nearly like picture print currier ives wonderful things things remember live wonderful things things remember live hear sleigh bell jingle come lovely weather sleigh ride outside snow fall friends call youhoo come lovely weather sleigh ride giddyup giddyup giddyup look rid wonderland snow giddyup giddyup giddyup grand hold hand glide song wintery fairy land nice comfy cozy snuggle close like bird feather road sing come lovely weather sleigh ride lovely weather sleigh ride lovely weather sleigh ride lovely weather sleigh ride lovely weather sleigh ride,music,9
johnny mathis,the twelfth of never,1958,pop,need explain need darling like roses need rain long tell true twelfth love hold close hold close melt heart like snow till bluebells forget bloom till clover lose perfume till poets rhyme twelfth long long time twelfth long long time,romantic,9
jackie wilson,to be loved,1958,pop,care share lonely hours moments despair love love feel love kiss miss away today love feel love wish queen wish fame truly truly truly love things kiss miss away today love feel love love love feel love,romantic,9
johnny mathis,when sunny gets blue,1958,pop,get blue eye cloudy rain begin fall pitterpatter pitterpatter go matter sweet lover come get blue breathe sigh sadness like wind stir tree wind set leave swayin like violins playin weird haunt melodies people hear laugh smile affair lose smile change style memories fade pretty dream rise dream fell hurry hurry kiss away lonely tear hold near get blue hurry hurry kiss away lonely tear hold near get blue,sadness,9
buddy holly,words of love,1958,pop,hold close tell feel tell real word whisper soft true darling hear word want hear darling near word whisper soft true darling,romantic,9
ricky nelson,poor little fool,1958,pop,play hearts hasten little girl know fall poor little fool yeah fool poor little fool fool yeah play tease carefree devil eye hold close kiss heart lie poor little fool yeah fool poor little fool fool yeah tell care time give away heart poor little fool yeah fool poor little fool fool yeah go know lie leave break heart victory poor little fool yeah fool poor little fool fool yeah play game hearts think play foolish game poor little fool yeah fool poor little fool fool yeah poor little fool yeah fool poor little fool poor little fool,sadness,9
frankie laine,high noon,1958,pop,forsake darlin wed forsake darlin know fate await know brave face hat coward craven coward coward grave tear twixt duty posin lose fairhaired beauty look hand near high noon state prison vow life afraid death shall leave forsake darlin promise forsake darlin grievin think leavin need,violence,9
buddy holly,blue days black nights,1958,pop,blue days black nights blue tear fall dear go blue days black nights heart keep call dear memories sorry give reason doubt go leave blue memories think blue days black nights realise miss know time blue,music,9
buddy holly,take your time,1958,pop,time know time time late heart string sing like string twine time time time spend time time till time time know time,night/time,9
johnny mathis,winter wonderland,1958,pop,sleigh bell ring list snow glist beautiful sight tonight walkin winter wonderland go away blue stay sing song walkin winter wonderland meadow build snowman pretend parson marry later conspire dream face unafraid plan walkin winter wonderland grind lie mantle white heaven diamonds shine night hearts thrillin spite chill weather know season know clime romance blossom time open walkin hopin sleigh bell ring list snow glist beautiful sight tonight walkin winter wonderland go away blue stay sing song walkin winter wonderland meadow build snowman pretend circus clown lot mister snowman kiddies knock snow thrillin nose get chillin frolic play eskimo walkin winter wonderland walkin winter wonderland winter wonder winter wonderland winter winter wonder wonderland,music,9
buddy holly,little baby,1958,pop,little baby baby heart look wohwoh little baby baby little baby go eye leave sigh maybe baby bunch,sadness,9
buddy holly,valley of tears,1958,pop,want belong hearts break kiss song spend rest days dear care understand valley tear soft word speak sweet mind spend rest days dear care understand valley tear,world/life,9
frankie lymon,diana,1958,pop,young darling tell care cause forever pray free bird tree stay thrill hold close darling heart stay darlin lover tell heart ohoh ohoh ohoh heart tear apart hold love arm feel give charm hold darling hoho hold tight squeeze baby witha stay,romantic,9
the everly brothers,long time gone,1958,pop,cheat lonely try want leave long time go long time go long time go leave long time go gonna gonna weepin gonna blue regret see leavin cause leave long time go long time go long time go leave long time go face tear sorrow miss call baby tomorrow cause leave long time go long time go long time go leave long time go,night/time,9
the everly brothers,roving gambler,1958,pop,rove gambler gamble meet deck card money money money weeks fell pretty little girl fell fell fell take parlour cool whisper momma gamble gamblin gamblin daughter dear daughter treat leave dear mother gambler gambler gambler gamble gamble spain goin gamble game gamble game gamble game mother dear mother know gamble human tongue tell human tongue tell human tongue tell hear train acoming come round curve awhistling ablowing strain nerve strainin nerve strainin nerve mother dear mother tell comin gamble gamble gamble rove gambler gamble meet deck card money money money,obscene,9
buddy holly,listen to me,1958,pop,listen hold tight right hold darling listen closely eye reveal true listen listen closely tell star want tenderly bright star heaven know sweet sweethearts listen hear hearts nearer hold darling listen closely listen listen listen listen,music,9
buddy holly,you are my one desire,1958,pop,desire heart eye lips smile life worthwhile know true,romantic,9
buddy holly,love me,1958,pop,baby know hop baby leave eye hop baby baby baby baby true night life pray hop baby,world/life,9
perry como,love letters,1958,pop,letter straight heart near apart night write memorize line kiss sign darling read right start letter straight heart instrumental bridge kiss sign darling read right start letter straight heart,night/time,9
the drifters,drifting away from you,1958,pop,carefree worry start cause drift away drift away dear plain heart cold want free come come need near drift away darlin fool listen darlin walk life like drift away know know feelin tell answer yeah heart happiness drift away drift away,sadness,9
the drifters,moonlight bay,1958,pop,sailin moonlight hear voice ring steal heart away sing sweet song moonlight sailin moonlight hear voice ring steal heart away sing sweet song moonlight sailin moonlight hear voice ring steal heart away sing sweet song moonlight moonlight,music,9
the platters,i'll take you home again kathleen,1958,pop,home ocean wild wide heart roses leave cheek watch fade away voice speak tear bedim love eye heart feel pain field fresh green home heart feel pain field fresh green home,sadness,9
the platters,my serenade,1958,pop,serenade begin night play string heart serenade delight kiss help play sweet strong play soft hearts begin glow play serenade music thrill serenade serenade serenade serenade serenade,music,9
the platters,sleepy time gal,1958,pop,sleepy time turn night sleepy time dance even away silvery fade sight little kiss whisper goodnight get late dear pillow waitin sleepy time dance sleepy time cottage learn cook know stay home play home clock sleepy time sleepy time dance sleepy time cottage learn cook know stay home play home clock sleepy time stay home play home clock sleepy time,night/time,9
the platters,try a little tenderness,1958,pop,weary weary see shaggy dress weary little tenderness know wait anticipate things possess little tenderness sentimental griefs care word soft gentle make easier bare regret forget happiness easy little tenderness sentimental griefs word soft gentle easier bare regret cause heart forget happiness easy little tenderness,world/life,9
mantovani,god rest ye merry gentlemen,1958,pop,rest gentlemen dismay remember savior bear christmas save satan power go astray tide comfort comfort tide comfort heavenly father bless come unto certain shepherd bring tide bethlehem bear fear say affright bear savior pure virgin bright free trust satan power lord sing praise place true brotherhood embrace holy tide christmas doth bring redeem,world/life,9
jerry vale,all of me,1958,pop,good lips want lose arm goodbyes leave eye dear take heart goodbyes leave eye dear take heart,sadness,9
the platters,that old feeling,1958,pop,night feel come sight feel moment pass felt thrill catch heart stand feel yearn know spark burn romance foolish start feel heart feel yearn know spark burn romance foolish start feel heart,sadness,9
the platters,for the first time,1958,pop,time time time time happiness moment rapture moment live cloud time time thrill time time time time time time time happiness moment rapture moment live cloud time time thrill time time time time,night/time,9
ricky nelson,believe what you say,1958,pop,believe goin steady believe kiss believe believe believe yeah believe pretty baby believe goin steady thing baby want know rockin slow toetotoe gonna till believe believe believe yeah believe pretty baby believe goin steady believe miss believe kiss believe believe believe yeah believe pretty baby believe goin steady kiss baby roll eye funny feelin hypnotize chill spine tellin everybody believe believe believe believe pretty baby believe goin steady yeah believe believe yeah believe believe pretty baby believe goin steady,world/life,9
ricky nelson,my bucket's got a hole in it,1958,pop,bucket hole bucket hole bucket hole beer go mountain look see crowd fish beep cause bucket hole bucket hole bucket hole beer stand corner bucket hand waitin woman cause bucket hole bucket hole bucket hole beer baby buy run board cause bucket hole bucket hole bucket hole beer,violence,9
frankie laine,jealousy (jalousie),1958,pop,jealousy jealousy night torture wonder spell know heart music start peace depart moment play languorous strain surrender charm jealousy torture ecstasy mystery pain dance tango heart beat sway eye answer dream soft word cruel lips fear music shatter spell lend believe eye deceive tango,sadness,9
the platters,it's raining outside,1958,pop,inside outside inside outside darling rain outside forgive soren rain outside arm return hold near darling heart learn dearly darling kind leave outside outside heart inside ring heart heart cry die die inside rain outside inside outside inside outside ring heart heart cry die die inside rain outside inside inside outside,sadness,9
